aspect_id,judge,score
e6b3fdc0c9,J9,7.0
406a4a21b6,J1,2
406a4a21b6,J2,2
406a4a21b6,J3,1
406a4a21b6,J4,2
406a4a21b6,J5,4
406a4a21b6,J6,2
406a4a21b6,J7,2
406a4a21b6,J8,1
406a4a21b6,J9,1
2726102db4,J1,1
2726102db4,J2,1
2726102db4,J3,1
2726102db4,J4,2
2726102db4,J5,1
2726102db4,J6,1
2726102db4,J7,1
2726102db4,J8,1
2726102db4,J9,0
5334f41e5c,J1,1
5334f41e5c,J2,1
5334f41e5c,J3,0
5334f41e5c,J4,1
5334f41e5c,J5,0
5334f41e5c,J6,0
5334f41e5c,J7,0
5334f41e5c,J8,-1
5334f41e5c,J9,-1
696e8967a9,J1,2
696e8967a9,J2,1
696e8967a9,J3,0
696e8967a9,J4,0
696e8967a9,J5,1
696e8967a9,J6,0
696e8967a9,J7,1
696e8967a9,J8,0
696e8967a9,J9,0
fe0b036d80,J1,2
fe0b036d80,J2,1
fe0b036d80,J3,1
fe0b036d80,J4,2
fe0b036d80,J5,2
fe0b036d80,J6,1
fe0b036d80,J7,2
fe0b036d80,J8,0
fe0b036d80,J9,0
583aaa4220,J1,2
583aaa4220,J2,1
583aaa4220,J3,1
583aaa4220,J4,1
583aaa4220,J5,0
583aaa4220,J6,0
583aaa4220,J7,1
583aaa4220,J8,-1
583aaa4220,J9,0
16e688d3cd,J1,2
16e688d3cd,J2,1
16e688d3cd,J3,1
16e688d3cd,J4,2
16e688d3cd,J5,1
16e688d3cd,J6,1
16e688d3cd,J7,1
16e688d3cd,J8,1
16e688d3cd,J9,1
d805e04a18,J1,1
d805e04a18,J2,1
d805e04a18,J3,1
d805e04a18,J4,1
d805e04a18,J5,1
d805e04a18,J6,1
d805e04a18,J7,1
d805e04a18,J8,-2
d805e04a18,J9,0
0f566f36e0,J1,1
0f566f36e0,J2,1
0f566f36e0,J3,1
0f566f36e0,J4,1
0f566f36e0,J5,1
0f566f36e0,J6,1
0f566f36e0,J7,1
0f566f36e0,J8,1
0f566f36e0,J9,1
8bc7af6190,J1,6.75
8bc7af6190,J2,6.0
8bc7af6190,J3,6.75
8bc7af6190,J4,6.75
8bc7af6190,J5,6.25
8bc7af6190,J6,6.0
8bc7af6190,J7,6.75
8bc7af6190,J8,4.25
8bc7af6190,J9,6.0
e6f20c273e,J1,7.0
e6f20c273e,J2,6.5
e6f20c273e,J3,6.75
e6f20c273e,J4,6.5
e6f20c273e,J5,6.25
e6f20c273e,J6,6.5
e6f20c273e,J7,6.75
e6f20c273e,J8,4.5
e6f20c273e,J9,6.25
5bae1ec25d,J1,6.75
5bae1ec25d,J2,6.5
5bae1ec25d,J3,6.5
5bae1ec25d,J4,6.5
5bae1ec25d,J5,6.25
5bae1ec25d,J6,6.5
5bae1ec25d,J7,6.5
5bae1ec25d,J8,5.25
5bae1ec25d,J9,6.0
2dfd028770,J1,1
2dfd028770,J2,0
2dfd028770,J3,0
2dfd028770,J4,2
2dfd028770,J5,1
2dfd028770,J6,0
2dfd028770,J7,0
2dfd028770,J8,0
2dfd028770,J9,0
b2ea13bc20,J1,2
b2ea13bc20,J2,1
b2ea13bc20,J3,1
b2ea13bc20,J4,2
b2ea13bc20,J5,1
b2ea13bc20,J6,2
b2ea13bc20,J7,2
b2ea13bc20,J8,1
b2ea13bc20,J9,1
c2068319a9,J1,-2
c2068319a9,J2,-3
c2068319a9,J3,-3
c2068319a9,J4,-3
c2068319a9,J5,-4
c2068319a9,J6,-3
c2068319a9,J7,-4
c2068319a9,J8,-2
c2068319a9,J9,-3
1241155efb,J1,3
1241155efb,J2,1
1241155efb,J3,1
1241155efb,J4,2
1241155efb,J5,1
1241155efb,J6,2
1241155efb,J7,1
1241155efb,J8,1
1241155efb,J9,1
9749a474fe,J1,2
9749a474fe,J2,2
9749a474fe,J3,1
9749a474fe,J4,2
9749a474fe,J5,2
9749a474fe,J6,1
9749a474fe,J7,0
9749a474fe,J8,1
9749a474fe,J9,1
1380c21529,J1,2
1380c21529,J2,1
1380c21529,J3,1
1380c21529,J4,2
1380c21529,J5,2
1380c21529,J6,2
1380c21529,J7,1
1380c21529,J8,1
1380c21529,J9,1
aa0ae30950,J1,2
aa0ae30950,J2,2
aa0ae30950,J3,1
aa0ae30950,J4,3
aa0ae30950,J5,2
aa0ae30950,J6,2
aa0ae30950,J7,1
aa0ae30950,J8,2
aa0ae30950,J9,1
b9295b42e3,J1,2
b9295b42e3,J2,2
b9295b42e3,J3,3
b9295b42e3,J4,3
b9295b42e3,J5,1
b9295b42e3,J6,3
b9295b42e3,J7,3
b9295b42e3,J8,2
b9295b42e3,J9,1
a398d78dee,J1,1
a398d78dee,J2,0
a398d78dee,J3,0
a398d78dee,J4,2
a398d78dee,J5,1
a398d78dee,J6,0
a398d78dee,J7,1
a398d78dee,J8,-2
a398d78dee,J9,0
e45f9afec3,J1,7.0
e45f9afec3,J2,6.5
e45f9afec3,J3,6.75
e45f9afec3,J4,6.5
e45f9afec3,J5,6.5
e45f9afec3,J6,7.0
e45f9afec3,J7,7.25
e45f9afec3,J8,6.0
e45f9afec3,J9,6.5
e1c70d44ce,J1,7.5
e1c70d44ce,J2,6.5
e1c70d44ce,J3,6.75
e1c70d44ce,J4,6.5
e1c70d44ce,J5,6.75
e1c70d44ce,J6,7.0
e1c70d44ce,J7,6.75
e1c70d44ce,J8,5.75
e1c70d44ce,J9,6.75
f12fde0f6b,J1,7.0
f12fde0f6b,J2,6.75
f12fde0f6b,J3,7.0
f12fde0f6b,J4,6.75
f12fde0f6b,J5,7.25
f12fde0f6b,J6,6.75
f12fde0f6b,J7,7.0
f12fde0f6b,J8,5.75
f12fde0f6b,J9,6.5
1d05434f87,J1,-2
1d05434f87,J2,-5
1d05434f87,J3,-5
1d05434f87,J4,-3
1d05434f87,J5,-4
1d05434f87,J6,-3
1d05434f87,J7,-3
1d05434f87,J8,-3
1d05434f87,J9,-3
e51a0c50dd,J1,0
e51a0c50dd,J2,0
e51a0c50dd,J3,0
e51a0c50dd,J4,1
e51a0c50dd,J5,0
e51a0c50dd,J6,0
e51a0c50dd,J7,0
e51a0c50dd,J8,0
e51a0c50dd,J9,0
32328ee22d,J1,2
32328ee22d,J2,2
32328ee22d,J3,1
32328ee22d,J4,3
32328ee22d,J5,1
32328ee22d,J6,2
32328ee22d,J7,1
32328ee22d,J8,1
32328ee22d,J9,2
7b30e52bcf,J1,1
7b30e52bcf,J2,1
7b30e52bcf,J3,0
7b30e52bcf,J4,2
7b30e52bcf,J5,1
7b30e52bcf,J6,2
7b30e52bcf,J7,1
7b30e52bcf,J8,0
7b30e52bcf,J9,1
faa8cdf946,J1,3
faa8cdf946,J2,2
faa8cdf946,J3,2
faa8cdf946,J4,3
faa8cdf946,J5,2
faa8cdf946,J6,2
faa8cdf946,J7,2
faa8cdf946,J8,1
faa8cdf946,J9,1
f992b71623,J1,1
f992b71623,J2,1
f992b71623,J3,0
f992b71623,J4,2
f992b71623,J5,1
f992b71623,J6,2
f992b71623,J7,1
f992b71623,J8,1
f992b71623,J9,1
2fa658e32f,J1,2
2fa658e32f,J2,1
2fa658e32f,J3,1
2fa658e32f,J4,3
2fa658e32f,J5,1
2fa658e32f,J6,2
2fa658e32f,J7,0
2fa658e32f,J8,2
2fa658e32f,J9,2
ea0651693c,J1,2
ea0651693c,J2,1
ea0651693c,J3,1
ea0651693c,J4,2
ea0651693c,J5,2
ea0651693c,J6,2
ea0651693c,J7,0
ea0651693c,J8,0
ea0651693c,J9,1
7156f52865,J1,2
7156f52865,J2,1
7156f52865,J3,0
7156f52865,J4,1
7156f52865,J5,2
7156f52865,J6,2
7156f52865,J7,1
7156f52865,J8,0
7156f52865,J9,0
aca4e33874,J1,7.0
aca4e33874,J2,6.5
aca4e33874,J3,7.25
aca4e33874,J4,7.5
aca4e33874,J5,6.5
aca4e33874,J6,6.75
aca4e33874,J7,6.75
aca4e33874,J8,6.0
aca4e33874,J9,6.75
4e3ea7e438,J1,7.0
4e3ea7e438,J2,6.5
4e3ea7e438,J3,6.75
4e3ea7e438,J4,7.25
4e3ea7e438,J5,6.75
4e3ea7e438,J6,6.75
4e3ea7e438,J7,6.5
4e3ea7e438,J8,5.75
4e3ea7e438,J9,7.0
81b618ad34,J1,7.25
81b618ad34,J2,6.75
81b618ad34,J3,7.0
81b618ad34,J4,7.75
81b618ad34,J5,7.25
81b618ad34,J6,7.0
81b618ad34,J7,6.75
81b618ad34,J8,6.0
81b618ad34,J9,6.75
e8fd661056,J1,2
e8fd661056,J2,1
e8fd661056,J3,1
e8fd661056,J4,1
e8fd661056,J5,2
e8fd661056,J6,2
e8fd661056,J7,2
e8fd661056,J8,1
e8fd661056,J9,1
d43e01b6b6,J1,0
d43e01b6b6,J2,0
d43e01b6b6,J3,0
d43e01b6b6,J4,0
d43e01b6b6,J5,1
d43e01b6b6,J6,0
d43e01b6b6,J7,0
d43e01b6b6,J8,0
d43e01b6b6,J9,0
503f26ad41,J1,2
503f26ad41,J2,1
503f26ad41,J3,1
503f26ad41,J4,1
503f26ad41,J5,-2
503f26ad41,J6,1
503f26ad41,J7,0
503f26ad41,J8,-1
503f26ad41,J9,-1
ce27a20281,J1,1
ce27a20281,J2,1
ce27a20281,J3,0
ce27a20281,J4,1
ce27a20281,J5,1
ce27a20281,J6,1
ce27a20281,J7,1
ce27a20281,J8,0
ce27a20281,J9,1
b7173672b0,J1,2
b7173672b0,J2,1
b7173672b0,J3,0
b7173672b0,J4,0
b7173672b0,J5,2
b7173672b0,J6,-1
b7173672b0,J7,1
b7173672b0,J8,1
b7173672b0,J9,1
0960e961cb,J1,1
0960e961cb,J2,1
0960e961cb,J3,0
0960e961cb,J4,2
0960e961cb,J5,1
0960e961cb,J6,0
0960e961cb,J7,0
0960e961cb,J8,-1
0960e961cb,J9,0
7b2eef78e4,J1,1
7b2eef78e4,J2,1
7b2eef78e4,J3,1
7b2eef78e4,J4,1
7b2eef78e4,J5,-1
7b2eef78e4,J6,0
7b2eef78e4,J7,1
7b2eef78e4,J8,-1
7b2eef78e4,J9,0
5ea65ee0b2,J1,2
5ea65ee0b2,J2,2
5ea65ee0b2,J3,2
5ea65ee0b2,J4,2
5ea65ee0b2,J5,2
5ea65ee0b2,J6,2
5ea65ee0b2,J7,1
5ea65ee0b2,J8,2
5ea65ee0b2,J9,2
b063685172,J1,6.75
b063685172,J2,6.75
b063685172,J3,6.75
b063685172,J4,6.5
b063685172,J5,4.75
b063685172,J6,6.25
b063685172,J7,6.25
b063685172,J8,4.75
b063685172,J9,6.5
0e79761ed2,J1,6.5
0e79761ed2,J2,6.25
0e79761ed2,J3,6.5
0e79761ed2,J4,6.25
0e79761ed2,J5,4.5
0e79761ed2,J6,6.25
0e79761ed2,J7,6.0
0e79761ed2,J8,4.5
0e79761ed2,J9,6.25
8081a6e1d1,J1,6.75
8081a6e1d1,J2,6.25
8081a6e1d1,J3,6.25
8081a6e1d1,J4,6.5
8081a6e1d1,J5,6.25
8081a6e1d1,J6,6.5
8081a6e1d1,J7,6.5
8081a6e1d1,J8,5.25
8081a6e1d1,J9,6.25
a729454015,J1,-1
a729454015,J2,-1
a729454015,J3,0
a729454015,J4,0
a729454015,J5,0
a729454015,J6,0
a729454015,J7,-1
a729454015,J8,-1
a729454015,J9,0
8f1bba8901,J1,0
8f1bba8901,J2,0
8f1bba8901,J3,0
8f1bba8901,J4,0
8f1bba8901,J5,0
8f1bba8901,J6,0
8f1bba8901,J7,0
8f1bba8901,J8,0
8f1bba8901,J9,0
5b2851670e,J1,2
5b2851670e,J2,2
5b2851670e,J3,1
5b2851670e,J4,2
5b2851670e,J5,2
5b2851670e,J6,2
5b2851670e,J7,2
5b2851670e,J8,2
5b2851670e,J9,2
b9fedd1d06,J1,2
b9fedd1d06,J2,2
b9fedd1d06,J3,1
b9fedd1d06,J4,2
b9fedd1d06,J5,0
b9fedd1d06,J6,0
b9fedd1d06,J7,1
b9fedd1d06,J8,0
b9fedd1d06,J9,0
ca20e85c83,J1,2
ca20e85c83,J2,1
ca20e85c83,J3,1
ca20e85c83,J4,2
ca20e85c83,J5,-1
ca20e85c83,J6,0
ca20e85c83,J7,0
ca20e85c83,J8,1
ca20e85c83,J9,1
83d14e666d,J1,2
83d14e666d,J2,1
83d14e666d,J3,1
83d14e666d,J4,2
83d14e666d,J5,1
83d14e666d,J6,1
83d14e666d,J7,1
83d14e666d,J8,2
83d14e666d,J9,2
d7028e70bc,J1,3
d7028e70bc,J2,2
d7028e70bc,J3,3
d7028e70bc,J4,1
d7028e70bc,J5,0
d7028e70bc,J6,2
d7028e70bc,J7,2
d7028e70bc,J8,1
d7028e70bc,J9,1
631e0cd348,J1,1
631e0cd348,J2,1
631e0cd348,J3,1
631e0cd348,J4,2
631e0cd348,J5,-1
631e0cd348,J6,2
631e0cd348,J7,1
631e0cd348,J8,1
631e0cd348,J9,1
87883c7734,J1,1
87883c7734,J2,1
87883c7734,J3,1
87883c7734,J4,1
87883c7734,J5,-1
87883c7734,J6,0
87883c7734,J7,1
87883c7734,J8,0
87883c7734,J9,1
295e519c28,J1,7.25
295e519c28,J2,7.0
295e519c28,J3,7.0
295e519c28,J4,6.5
295e519c28,J5,6.5
295e519c28,J6,6.25
295e519c28,J7,6.5
295e519c28,J8,5.5
295e519c28,J9,6.5
309e019401,J1,7.25
309e019401,J2,6.75
309e019401,J3,6.75
309e019401,J4,6.5
309e019401,J5,6.5
309e019401,J6,6.5
309e019401,J7,6.5
309e019401,J8,5.5
309e019401,J9,6.75
b7194d6255,J1,7.0
b7194d6255,J2,6.75
b7194d6255,J3,7.0
b7194d6255,J4,6.25
b7194d6255,J5,7.0
b7194d6255,J6,6.5
b7194d6255,J7,6.75
b7194d6255,J8,5.75
b7194d6255,J9,6.5
a3deb42632,J1,-4
a3deb42632,J2,-5
a3deb42632,J3,-5
a3deb42632,J4,-5
a3deb42632,J5,-4
a3deb42632,J6,-5
a3deb42632,J7,-5
a3deb42632,J8,-3
a3deb42632,J9,-4
58f6d28d9d,J1,0
58f6d28d9d,J2,0
58f6d28d9d,J3,0
58f6d28d9d,J4,1
58f6d28d9d,J5,-1
58f6d28d9d,J6,-1
58f6d28d9d,J7,0
58f6d28d9d,J8,0
58f6d28d9d,J9,0
325c32a414,J1,1
325c32a414,J2,0
325c32a414,J3,0
325c32a414,J4,1
325c32a414,J5,-1
325c32a414,J6,0
325c32a414,J7,0
325c32a414,J8,0
325c32a414,J9,0
1f985a5567,J1,2
1f985a5567,J2,1
1f985a5567,J3,1
1f985a5567,J4,1
1f985a5567,J5,-1
1f985a5567,J6,2
1f985a5567,J7,1
1f985a5567,J8,1
1f985a5567,J9,1
09d1a1d4cb,J1,2
09d1a1d4cb,J2,2
09d1a1d4cb,J3,2
09d1a1d4cb,J4,3
09d1a1d4cb,J5,1
09d1a1d4cb,J6,2
09d1a1d4cb,J7,2
09d1a1d4cb,J8,1
09d1a1d4cb,J9,1
af8bdfa81d,J1,1
af8bdfa81d,J2,2
af8bdfa81d,J3,1
af8bdfa81d,J4,2
af8bdfa81d,J5,0
af8bdfa81d,J6,1
af8bdfa81d,J7,1
af8bdfa81d,J8,1
af8bdfa81d,J9,1
28a4b2aa6d,J1,1
28a4b2aa6d,J2,1
28a4b2aa6d,J3,1
28a4b2aa6d,J4,2
28a4b2aa6d,J5,0
28a4b2aa6d,J6,1
28a4b2aa6d,J7,2
28a4b2aa6d,J8,-1
28a4b2aa6d,J9,1
05ae2e89e7,J1,2
05ae2e89e7,J2,3
05ae2e89e7,J3,2
05ae2e89e7,J4,3
05ae2e89e7,J5,2
05ae2e89e7,J6,2
05ae2e89e7,J7,2
05ae2e89e7,J8,2
05ae2e89e7,J9,2
683ebf47b4,J1,6.25
683ebf47b4,J2,6.5
683ebf47b4,J3,6.75
683ebf47b4,J4,6.25
683ebf47b4,J5,6.25
683ebf47b4,J6,6.5
683ebf47b4,J7,6.5
683ebf47b4,J8,5.5
683ebf47b4,J9,6.5
05637e2916,J1,6.0
05637e2916,J2,6.5
05637e2916,J3,6.5
05637e2916,J4,6.25
05637e2916,J5,5.75
05637e2916,J6,6.75
05637e2916,J7,6.25
05637e2916,J8,5.25
05637e2916,J9,6.5
309d0e3ed3,J1,6.5
309d0e3ed3,J2,6.75
309d0e3ed3,J3,6.25
309d0e3ed3,J4,6.5
309d0e3ed3,J5,6.25
309d0e3ed3,J6,6.5
309d0e3ed3,J7,6.5
309d0e3ed3,J8,5.75
309d0e3ed3,J9,6.25
f749808a69,J1,-4
f749808a69,J2,-3
f749808a69,J3,-5
f749808a69,J4,-3
f749808a69,J5,-4
f749808a69,J6,-4
f749808a69,J7,-4
f749808a69,J8,-4
f749808a69,J9,-4
5231caff4f,J1,1
5231caff4f,J2,1
5231caff4f,J3,0
5231caff4f,J4,1
5231caff4f,J5,1
5231caff4f,J6,0
5231caff4f,J7,0
5231caff4f,J8,0
5231caff4f,J9,0
766cf0e2c1,J1,-2
766cf0e2c1,J2,-2
766cf0e2c1,J3,-3
766cf0e2c1,J4,-2
766cf0e2c1,J5,-3
766cf0e2c1,J6,-2
766cf0e2c1,J7,-3
766cf0e2c1,J8,-2
766cf0e2c1,J9,-2
d8611d13a9,J1,-3
d8611d13a9,J2,-2
d8611d13a9,J3,-3
d8611d13a9,J4,-2
d8611d13a9,J5,-3
d8611d13a9,J6,-3
d8611d13a9,J7,-3
d8611d13a9,J8,-2
d8611d13a9,J9,-3
a0e6e2c301,J1,2
a0e6e2c301,J2,1
a0e6e2c301,J3,1
a0e6e2c301,J4,2
a0e6e2c301,J5,2
a0e6e2c301,J6,2
a0e6e2c301,J7,2
a0e6e2c301,J8,0
a0e6e2c301,J9,1
24f909d51a,J1,3
24f909d51a,J2,2
24f909d51a,J3,3
24f909d51a,J4,3
24f909d51a,J5,3
24f909d51a,J6,3
24f909d51a,J7,2
24f909d51a,J8,3
24f909d51a,J9,2
15266671dc,J1,0
15266671dc,J2,0
15266671dc,J3,0
15266671dc,J4,1
15266671dc,J5,0
15266671dc,J6,1
15266671dc,J7,1
15266671dc,J8,0
15266671dc,J9,0
58057b0b97,J1,2
58057b0b97,J2,2
58057b0b97,J3,1
58057b0b97,J4,3
58057b0b97,J5,3
58057b0b97,J6,3
58057b0b97,J7,3
58057b0b97,J8,1
58057b0b97,J9,1
80cd0f88c3,J1,1
80cd0f88c3,J2,1
80cd0f88c3,J3,1
80cd0f88c3,J4,3
80cd0f88c3,J5,1
80cd0f88c3,J6,2
80cd0f88c3,J7,2
80cd0f88c3,J8,1
80cd0f88c3,J9,1
517e2961ee,J1,7.25
517e2961ee,J2,7.25
517e2961ee,J3,6.75
517e2961ee,J4,7.0
517e2961ee,J5,7.0
517e2961ee,J6,7.0
517e2961ee,J7,6.5
517e2961ee,J8,5.75
517e2961ee,J9,7.0
cc6008731d,J1,7.5
cc6008731d,J2,7.25
cc6008731d,J3,6.75
cc6008731d,J4,7.25
cc6008731d,J5,7.25
cc6008731d,J6,7.5
cc6008731d,J7,7.0
cc6008731d,J8,6.25
cc6008731d,J9,7.25
ead8e58298,J1,6.75
ead8e58298,J2,6.5
ead8e58298,J3,6.5
ead8e58298,J4,6.75
ead8e58298,J5,6.75
ead8e58298,J6,7.0
ead8e58298,J7,6.25
ead8e58298,J8,5.5
ead8e58298,J9,7.0
2f908a6d9e,J1,2
2f908a6d9e,J2,1
2f908a6d9e,J3,1
2f908a6d9e,J4,1
2f908a6d9e,J5,0
2f908a6d9e,J6,1
2f908a6d9e,J7,2
2f908a6d9e,J8,1
2f908a6d9e,J9,1
209e1d92ee,J1,-1
209e1d92ee,J2,0
209e1d92ee,J3,-1
209e1d92ee,J4,0
209e1d92ee,J5,-1
209e1d92ee,J6,0
209e1d92ee,J7,0
209e1d92ee,J8,-1
209e1d92ee,J9,0
c08ac30932,J1,2
c08ac30932,J2,0
c08ac30932,J3,1
c08ac30932,J4,1
c08ac30932,J5,1
c08ac30932,J6,1
c08ac30932,J7,2
c08ac30932,J8,1
c08ac30932,J9,1
4cd7211bd7,J1,0
4cd7211bd7,J2,1
4cd7211bd7,J3,0
4cd7211bd7,J4,1
4cd7211bd7,J5,1
4cd7211bd7,J6,2
4cd7211bd7,J7,1
4cd7211bd7,J8,2
4cd7211bd7,J9,1
b790dca4bd,J1,0
b790dca4bd,J2,1
b790dca4bd,J3,0
b790dca4bd,J4,-1
b790dca4bd,J5,-1
b790dca4bd,J6,0
b790dca4bd,J7,0
b790dca4bd,J8,0
b790dca4bd,J9,0
df0c6ae548,J1,0
df0c6ae548,J2,0
df0c6ae548,J3,0
df0c6ae548,J4,0
df0c6ae548,J5,0
df0c6ae548,J6,1
df0c6ae548,J7,1
df0c6ae548,J8,0
df0c6ae548,J9,0
14713f6a6f,J1,-1
14713f6a6f,J2,0
14713f6a6f,J3,0
14713f6a6f,J4,0
14713f6a6f,J5,0
14713f6a6f,J6,0
14713f6a6f,J7,1
14713f6a6f,J8,-1
14713f6a6f,J9,0
31f1d320b7,J1,-1
31f1d320b7,J2,0
31f1d320b7,J3,-1
31f1d320b7,J4,0
31f1d320b7,J5,1
31f1d320b7,J6,0
31f1d320b7,J7,1
31f1d320b7,J8,0
31f1d320b7,J9,0
d991f49dca,J1,0
d991f49dca,J2,1
d991f49dca,J3,0
d991f49dca,J4,0
d991f49dca,J5,0
d991f49dca,J6,-1
d991f49dca,J7,1
d991f49dca,J8,0
d991f49dca,J9,0
5b5e9c2281,J1,4.75
5b5e9c2281,J2,5.75
5b5e9c2281,J3,5.25
5b5e9c2281,J4,5.25
5b5e9c2281,J5,4.25
5b5e9c2281,J6,5.25
5b5e9c2281,J7,5.5
5b5e9c2281,J8,4.75
5b5e9c2281,J9,5.25
d37522ee87,J1,5.0
d37522ee87,J2,5.25
d37522ee87,J3,5.0
d37522ee87,J4,5.25
d37522ee87,J5,4.5
d37522ee87,J6,4.75
d37522ee87,J7,5.0
d37522ee87,J8,5.0
d37522ee87,J9,5.25
3aaea9f405,J1,5.5
3aaea9f405,J2,5.25
3aaea9f405,J3,5.0
3aaea9f405,J4,5.5
3aaea9f405,J5,5.5
3aaea9f405,J6,5.25
3aaea9f405,J7,5.5
3aaea9f405,J8,5.0
3aaea9f405,J9,5.0
853bec5e91,J1,0
853bec5e91,J2,0
853bec5e91,J3,0
853bec5e91,J4,1
853bec5e91,J5,0
853bec5e91,J6,1
853bec5e91,J7,1
853bec5e91,J8,0
853bec5e91,J9,0
7cd913b0ca,J1,-1
7cd913b0ca,J2,1
7cd913b0ca,J3,0
7cd913b0ca,J4,0
7cd913b0ca,J5,0
7cd913b0ca,J6,2
7cd913b0ca,J7,0
7cd913b0ca,J8,0
7cd913b0ca,J9,0
35aba9faa9,J1,1
35aba9faa9,J2,1
35aba9faa9,J3,0
35aba9faa9,J4,1
35aba9faa9,J5,0
35aba9faa9,J6,0
35aba9faa9,J7,0
35aba9faa9,J8,1
35aba9faa9,J9,1
d77278105d,J1,2
d77278105d,J2,2
d77278105d,J3,1
d77278105d,J4,2
d77278105d,J5,2
d77278105d,J6,2
d77278105d,J7,2
d77278105d,J8,2
d77278105d,J9,2
0f136d9e7d,J1,-1
0f136d9e7d,J2,0
0f136d9e7d,J3,0
0f136d9e7d,J4,0
0f136d9e7d,J5,1
0f136d9e7d,J6,0
0f136d9e7d,J7,-1
0f136d9e7d,J8,-1
0f136d9e7d,J9,-1
7df8ad77a3,J1,-1
7df8ad77a3,J2,0
7df8ad77a3,J3,0
7df8ad77a3,J4,0
7df8ad77a3,J5,1
7df8ad77a3,J6,-1
7df8ad77a3,J7,0
7df8ad77a3,J8,-2
7df8ad77a3,J9,0
d0265f62ae,J1,0
d0265f62ae,J2,1
d0265f62ae,J3,0
d0265f62ae,J4,0
d0265f62ae,J5,1
d0265f62ae,J6,0
d0265f62ae,J7,0
d0265f62ae,J8,1
d0265f62ae,J9,1
cef1c68137,J1,1
cef1c68137,J2,1
cef1c68137,J3,1
cef1c68137,J4,1
cef1c68137,J5,1
cef1c68137,J6,1
cef1c68137,J7,1
cef1c68137,J8,3
cef1c68137,J9,1
9289d4fc78,J1,4.25
9289d4fc78,J2,5.5
9289d4fc78,J3,5.5
9289d4fc78,J4,5.25
9289d4fc78,J5,4.5
9289d4fc78,J6,5.0
9289d4fc78,J7,5.25
9289d4fc78,J8,4.75
9289d4fc78,J9,5.25
5faa9c9ee4,J1,4.5
5faa9c9ee4,J2,5.75
5faa9c9ee4,J3,5.25
5faa9c9ee4,J4,5.0
5faa9c9ee4,J5,4.75
5faa9c9ee4,J6,5.0
5faa9c9ee4,J7,5.0
5faa9c9ee4,J8,4.5
5faa9c9ee4,J9,5.5
e47e2f5533,J1,5.25
e47e2f5533,J2,6.0
e47e2f5533,J3,5.5
e47e2f5533,J4,5.25
e47e2f5533,J5,5.5
e47e2f5533,J6,5.5
e47e2f5533,J7,5.25
e47e2f5533,J8,5.25
e47e2f5533,J9,5.5
cc0d66b374,J1,3
cc0d66b374,J2,3
cc0d66b374,J3,3
cc0d66b374,J4,2
cc0d66b374,J5,2
cc0d66b374,J6,2
cc0d66b374,J7,3
cc0d66b374,J8,2
cc0d66b374,J9,2
1fd24314af,J1,3
1fd24314af,J2,3
1fd24314af,J3,3
1fd24314af,J4,4
1fd24314af,J5,3
1fd24314af,J6,3
1fd24314af,J7,4
1fd24314af,J8,3
1fd24314af,J9,4
d59f1c010a,J1,4
d59f1c010a,J2,4
d59f1c010a,J3,4
d59f1c010a,J4,4
d59f1c010a,J5,4
d59f1c010a,J6,3
d59f1c010a,J7,4
d59f1c010a,J8,4
d59f1c010a,J9,4
a20a1cce86,J1,3
a20a1cce86,J2,3
a20a1cce86,J3,3
a20a1cce86,J4,3
a20a1cce86,J5,2
a20a1cce86,J6,1
a20a1cce86,J7,3
a20a1cce86,J8,3
a20a1cce86,J9,3
7cd0f2164e,J1,4
7cd0f2164e,J2,4
7cd0f2164e,J3,3
7cd0f2164e,J4,4
7cd0f2164e,J5,3
7cd0f2164e,J6,2
7cd0f2164e,J7,4
7cd0f2164e,J8,4
7cd0f2164e,J9,4
ac0ee8f2c9,J1,9.0
ac0ee8f2c9,J2,9.5
ac0ee8f2c9,J3,9.5
ac0ee8f2c9,J4,9.25
ac0ee8f2c9,J5,9.0
ac0ee8f2c9,J6,9.0
ac0ee8f2c9,J7,9.5
ac0ee8f2c9,J8,9.25
ac0ee8f2c9,J9,9.25
662ccf80a7,J1,8.75
662ccf80a7,J2,9.5
662ccf80a7,J3,9.25
662ccf80a7,J4,9.25
662ccf80a7,J5,9.25
662ccf80a7,J6,9.0
662ccf80a7,J7,9.5
662ccf80a7,J8,9.25
662ccf80a7,J9,9.25
73e42dd8bd,J1,9.0
73e42dd8bd,J2,9.5
73e42dd8bd,J3,9.5
73e42dd8bd,J4,9.25
73e42dd8bd,J5,8.5
73e42dd8bd,J6,9.25
73e42dd8bd,J7,9.5
73e42dd8bd,J8,9.25
73e42dd8bd,J9,8.75
b667403db1,J1,3
b667403db1,J2,4
b667403db1,J3,4
b667403db1,J4,3
b667403db1,J5,3
b667403db1,J6,2
b667403db1,J7,3
b667403db1,J8,3
b667403db1,J9,4
b982467643,J1,3
b982467643,J2,3
b982467643,J3,2
b982467643,J4,3
b982467643,J5,3
b982467643,J6,0
b982467643,J7,2
b982467643,J8,2
b982467643,J9,3
79393d6336,J1,4
79393d6336,J2,3
79393d6336,J3,4
79393d6336,J4,4
79393d6336,J5,3
79393d6336,J6,3
79393d6336,J7,3
79393d6336,J8,3
79393d6336,J9,3
3897435fd1,J1,4
3897435fd1,J2,3
3897435fd1,J3,4
3897435fd1,J4,3
3897435fd1,J5,4
3897435fd1,J6,2
3897435fd1,J7,3
3897435fd1,J8,3
